"","AITC.100uM"
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1267",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1268",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1269",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1270",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1271",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1272",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1273",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1274",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1275",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1276",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1277",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1278",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1280",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1281",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1282",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1283",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1285",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1286",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1287",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1288",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1289",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1290",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1291",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1292",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1293",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1294",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1295",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1297",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1298",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1299",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1300",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1301",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1302",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1303",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1304",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1305",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1306",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1307",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1308",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1309",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1311",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1312",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1313",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1314",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1315",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1316",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1317",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1318",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1319",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1320",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1321",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1322",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1323",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1324",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1325",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1326",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1327",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1328",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1329",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1330",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1331",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1332",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1333",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1334",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1335",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1336",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1337",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1338",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1339",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1340",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1341",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1342",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1343",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1344",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1345",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1346",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1347",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1348",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1349",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1350",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1351",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1352",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1354",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1355",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1356",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1357",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1359",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1360",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1361",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1362",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1363",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1364",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1365",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1366",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1367",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1368",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1369",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1371",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1372",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1373",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1374",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1375",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1376",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1377",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1378",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1379",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1380",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1381",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1382",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1383",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1384",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1385",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1386",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1387",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1388",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1389",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1390",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1391",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1392",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1394",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1395",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1396",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1397",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1399",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1400",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1401",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1402",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1403",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1404",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1406",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1407",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1408",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1409",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1410",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1411",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1412",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1413",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1415",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1416",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1417",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1418",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1419",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1420",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1421",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1423",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1425",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1426",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1427",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1429",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1430",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1431",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1432",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1433",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1434",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1435",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1436",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1437",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1438",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1439",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1440",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1441",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1443",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1444",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1445",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1446",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1447",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1448",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1449",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1450",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1451",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1452",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1453",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1454",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1456",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1457",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1458",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1459",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1460",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1461",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1462",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1463",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1464",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1465",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1466",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1467",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1468",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1469",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1470",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1471",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1472",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1473",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1475",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1476",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1477",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1478",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1479",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1480",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1481",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1482",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1483",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1484",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1485",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1486",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1487",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1488",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1489",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1490",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1491",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1492",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1493",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1494",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1495",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1496",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1497",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1498",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1499",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1500",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1501",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1502",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1504",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1505",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1506",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1507",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1508",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1509",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1510",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1511",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1512",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1513",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1514",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1515",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1516",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1517",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1518",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1519",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1520",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1521",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1522",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1524",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1525",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1526",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1527",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1528",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1530",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1531",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1532",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1533",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1534",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1535",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1537",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1538",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1539",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1540",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1541",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1542",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1543",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1544",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1545",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1546",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1547",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1548",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1549",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1550",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1551",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1553",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1554",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1555",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1556",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1557",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1558",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1559",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1560",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1562",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1563",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1564",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1565",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1566",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1567",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1568",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1569",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1571",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1572",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1573",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1574",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1576",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1577",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1578",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1579",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1580",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1581",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1582",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1583",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1584",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1585",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1586",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1587",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1588",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1589",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1590",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1591",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1592",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1594",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1595",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1596",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1598",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1599",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1600",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1601",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1602",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1603",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1604",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1605",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1606",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1607",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1608",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1609",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1611",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1612",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1613",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1614",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1615",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1616",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1617",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1618",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1621",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1624",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1625",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1626",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1627",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1628",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1630",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1631",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1632",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1633",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1634",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1635",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1636",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1637",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1638",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1639",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1640",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1641",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1642",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1643",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1644",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1645",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1646",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1647",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1648",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1650",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1651",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1652",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1653",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1654",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1655",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1656",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1657",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1658",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1659",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1660",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1661",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1662",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1663",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1664",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1665",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1666",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1667",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1669",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1670",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1671",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1672",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1673",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1674",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1675",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1676",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1678",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1679",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1680",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1681",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1682",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1683",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1684",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1685",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1686",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1687",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1688",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1689",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1690",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1691",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1692",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1694",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1695",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1696",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1697",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1699",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1700",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1701",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1702",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1703",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1704",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1705",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1706",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1707",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1708",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1709",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1710",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1711",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1712",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1713",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1715",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1716",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1717",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1718",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1719",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1720",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1721",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1722",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1723",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1724",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1725",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1726",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1727",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1728",0
